PLAYER,TEAM,GM,MIN,5i,PTS,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,DREB,OREB,TREB,AS,ST,TO,BL,BA,DU,FR,FA,+/-,VAL
Pavel Savkov,BKN,1.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alex Renfroe,COV,23.0,628.58,23.0,248.0,28.0,70.0,40.0,54.0,103.0,52.4,56.0,77.0,72.7,68.0,16.0,84.0,130.0,30.0,67.0,2.0,9.0,0.0,47.0,76.0,-98.0,335.0
Petit Niang,COV,23.0,492.53,12.0,182.0,0.0,0.0,0.0,79.0,111.0,71.2,24.0,41.0,58.5,87.0,48.0,135.0,17.0,11.0,18.0,26.0,8.0,24.0,33.0,37.0,-53.0,300.0
Thomas Bropleh,COV,23.0,580.33,16.0,283.0,50.0,132.0,37.9,54.0,109.0,49.5,25.0,32.0,78.1,45.0,20.0,65.0,35.0,15.0,41.0,2.0,6.0,1.0,51.0,47.0,-175.0,205.0
Lluis Costa,COV,22.0,472.2,3.0,174.0,26.0,73.0,35.6,36.0,80.0,45.0,24.0,33.0,72.7,25.0,11.0,36.0,59.0,18.0,42.0,1.0,6.0,0.0,37.0,49.0,-130.0,152.0
Cristiano Felicio,COV,11.0,246.15,11.0,141.0,2.0,12.0,16.7,50.0,88.0,56.8,35.0,44.0,79.5,30.0,26.0,56.0,10.0,2.0,19.0,2.0,5.0,12.0,25.0,37.0,-68.0,142.0
Luke Maye,COV,14.0,340.04,12.0,150.0,22.0,78.0,28.2,26.0,62.0,41.9,32.0,47.0,68.1,72.0,24.0,96.0,17.0,8.0,33.0,9.0,11.0,1.0,42.0,33.0,-29.0,120.0
Pere Tomàs,COV,23.0,391.21,11.0,104.0,13.0,53.0,24.5,22.0,41.0,53.7,21.0,29.0,72.4,46.0,26.0,72.0,18.0,16.0,13.0,2.0,2.0,1.0,37.0,22.0,-119.0,115.0
Christian Díaz,COV,23.0,381.13,9.0,138.0,14.0,56.0,25.0,34.0,72.0,47.2,28.0,35.0,80.0,23.0,5.0,28.0,27.0,21.0,32.0,0.0,3.0,0.0,40.0,48.0,-71.0,100.0
Prince Ali,COV,13.0,208.51,8.0,109.0,10.0,22.0,45.5,29.0,63.0,46.0,21.0,37.0,56.8,23.0,8.0,31.0,7.0,11.0,21.0,5.0,4.0,4.0,20.0,33.0,-85.0,89.0
Youssou Ndoye,COV,7.0,120.35,0.0,72.0,0.0,2.0,0.0,24.0,41.0,58.5,24.0,36.0,66.7,14.0,5.0,19.0,2.0,2.0,17.0,1.0,4.0,9.0,14.0,35.0,-56.0,65.0
Jacobo Diaz,COV,19.0,253.15,3.0,63.0,2.0,18.0,11.1,24.0,45.0,53.3,9.0,14.0,64.3,26.0,14.0,40.0,8.0,11.0,15.0,2.0,3.0,1.0,26.0,14.0,-87.0,52.0
Michael Caicedo,COV,8.0,140.25,1.0,31.0,6.0,14.0,42.9,3.0,11.0,27.3,7.0,7.0,100.0,11.0,2.0,13.0,9.0,3.0,10.0,2.0,0.0,1.0,16.0,8.0,-50.0,24.0
Mike Moore,COV,8.0,146.45,4.0,29.0,3.0,20.0,15.0,8.0,18.0,44.4,4.0,4.0,100.0,24.0,6.0,30.0,2.0,4.0,9.0,0.0,1.0,1.0,14.0,5.0,-43.0,19.0
Ramon Vilà,COV,10.0,78.43,1.0,24.0,1.0,1.0,100.0,9.0,16.0,56.3,3.0,5.0,60.0,7.0,5.0,12.0,2.0,1.0,11.0,2.0,1.0,0.0,16.0,4.0,-67.0,8.0
Dejan Todorovic,COV,3.0,49.0,0.0,16.0,2.0,9.0,22.2,4.0,10.0,40.0,2.0,4.0,50.0,5.0,1.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,-22.0,5.0
Ricardo Martín,COV,1.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
Ricky Revelles,COV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Corpas,COV,1.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,-1.0
David Iriarte,COV,13.0,89.31,1.0,12.0,0.0,4.0,0.0,5.0,6.0,83.3,2.0,5.0,40.0,7.0,5.0,12.0,4.0,1.0,12.0,1.0,0.0,1.0,16.0,5.0,1.0,-1.0
Nico Brussino,GCA,23.0,600.52,23.0,259.0,51.0,111.0,45.9,35.0,63.0,55.6,36.0,43.0,83.7,96.0,24.0,120.0,55.0,29.0,34.0,3.0,3.0,6.0,37.0,47.0,99.0,344.0
Damien Inglis,GCA,22.0,397.51,4.0,190.0,4.0,15.0,26.7,68.0,127.0,53.5,42.0,61.0,68.9,69.0,26.0,95.0,44.0,19.0,23.0,6.0,5.0,0.0,49.0,58.0,16.0,246.0
John Shurna,GCA,21.0,502.07,19.0,201.0,35.0,85.0,41.2,33.0,64.0,51.6,30.0,33.0,90.9,73.0,29.0,102.0,16.0,9.0,16.0,9.0,5.0,2.0,28.0,32.0,72.0,236.0
Olek Balcerowski,GCA,23.0,371.0,12.0,210.0,5.0,21.0,23.8,72.0,99.0,72.7,51.0,76.0,67.1,51.0,21.0,72.0,13.0,9.0,33.0,19.0,6.0,26.0,58.0,60.0,76.0,218.0
Miquel Salvó,GCA,23.0,374.33,0.0,166.0,8.0,32.0,25.0,42.0,65.0,64.6,58.0,85.0,68.2,47.0,23.0,70.0,15.0,12.0,14.0,7.0,4.0,2.0,35.0,75.0,34.0,218.0
Khalifa Diop,GCA,23.0,473.17,11.0,180.0,0.0,2.0,0.0,74.0,126.0,58.7,32.0,52.0,61.5,73.0,41.0,114.0,12.0,13.0,29.0,23.0,8.0,23.0,68.0,51.0,63.0,214.0
Andrew Albicy,GCA,22.0,482.54,18.0,116.0,21.0,59.0,35.6,14.0,38.0,36.8,25.0,38.0,65.8,32.0,3.0,35.0,100.0,23.0,36.0,0.0,2.0,0.0,34.0,61.0,107.0,188.0
Ferran Bassas,GCA,23.0,435.05,5.0,182.0,36.0,92.0,39.1,25.0,44.0,56.8,24.0,27.0,88.9,24.0,14.0,38.0,71.0,12.0,39.0,1.0,4.0,0.0,39.0,40.0,28.0,184.0
AJ Slaughter,GCA,23.0,513.38,13.0,222.0,45.0,118.0,38.1,33.0,75.0,44.0,21.0,29.0,72.4,26.0,4.0,30.0,44.0,24.0,28.0,0.0,4.0,0.0,48.0,32.0,87.0,149.0
Vitor Benite,GCA,20.0,333.59,5.0,150.0,23.0,78.0,29.5,28.0,59.0,47.5,25.0,33.0,75.8,22.0,8.0,30.0,15.0,17.0,17.0,0.0,4.0,0.0,45.0,21.0,7.0,73.0
Rubén López De La Torre,GCA,6.0,15.16,0.0,8.0,0.0,0.0,0.0,3.0,3.0,100.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,-17.0,13.0
Oliver Stevic,GCA,7.0,39.55,0.0,11.0,0.0,0.0,0.0,5.0,10.0,50.0,1.0,2.0,50.0,5.0,3.0,8.0,3.0,2.0,0.0,1.0,1.0,0.0,12.0,5.0,16.0,11.0
Michael Carrera,GCA,1.0,14.04,0.0,10.0,2.0,2.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,17.0,9.0
Jovan Kljajic,GCA,6.0,53.35,5.0,17.0,4.0,11.0,36.4,2.0,6.0,33.3,1.0,2.0,50.0,3.0,3.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,7.0,3.0
David Mutaf,GCA,7.0,16.26,0.0,8.0,2.0,9.0,22.2,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-10.0,1.0
Dan Duscak,GCA,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-4.0
Ante Tomic,JOV,23.0,544.57,19.0,317.0,1.0,3.0,33.3,128.0,236.0,54.2,58.0,87.0,66.7,95.0,45.0,140.0,71.0,8.0,32.0,5.0,6.0,0.0,42.0,96.0,59.0,418.0
Joel Parra,JOV,23.0,619.51,22.0,203.0,12.0,56.0,21.4,70.0,115.0,60.9,27.0,32.0,84.4,102.0,27.0,129.0,32.0,12.0,22.0,7.0,2.0,3.0,24.0,44.0,77.0,285.0
Andres Feliz,JOV,23.0,475.32,11.0,238.0,23.0,51.0,45.1,62.0,115.0,53.9,45.0,60.0,75.0,49.0,19.0,68.0,69.0,24.0,39.0,1.0,11.0,0.0,60.0,63.0,51.0,257.0
Henry Ellenson,JOV,23.0,522.43,13.0,235.0,29.0,79.0,36.7,51.0,96.0,53.1,46.0,60.0,76.7,85.0,27.0,112.0,9.0,9.0,22.0,3.0,5.0,7.0,53.0,54.0,126.0,233.0
Simon Birgander,JOV,22.0,361.43,5.0,159.0,0.0,1.0,0.0,66.0,112.0,58.9,27.0,30.0,90.0,66.0,40.0,106.0,20.0,10.0,13.0,18.0,6.0,15.0,45.0,29.0,33.0,228.0
Kyle Guy,JOV,23.0,491.3,11.0,258.0,38.0,108.0,35.2,41.0,91.0,45.1,62.0,76.0,81.6,26.0,11.0,37.0,44.0,14.0,43.0,4.0,6.0,0.0,44.0,64.0,14.0,194.0
Guillem Vives,JOV,22.0,507.25,12.0,145.0,23.0,68.0,33.8,25.0,48.0,52.1,26.0,32.0,81.3,32.0,10.0,42.0,89.0,16.0,31.0,6.0,3.0,0.0,70.0,42.0,111.0,162.0
Pau Ribas,JOV,18.0,348.4,8.0,131.0,22.0,64.0,34.4,24.0,43.0,55.8,17.0,19.0,89.5,28.0,8.0,36.0,50.0,11.0,26.0,1.0,0.0,0.0,19.0,25.0,46.0,146.0
Yannick Kraag,JOV,16.0,123.36,4.0,51.0,6.0,17.0,35.3,13.0,20.0,65.0,7.0,13.0,53.8,14.0,6.0,20.0,2.0,5.0,5.0,2.0,3.0,2.0,17.0,9.0,1.0,40.0
Pep Busquets,JOV,17.0,251.47,5.0,64.0,13.0,43.0,30.2,12.0,21.0,57.1,1.0,1.0,100.0,25.0,10.0,35.0,5.0,6.0,7.0,1.0,1.0,1.0,40.0,8.0,54.0,32.0
Albert Ventura,JOV,16.0,160.11,2.0,27.0,6.0,17.0,35.3,4.0,5.0,80.0,1.0,4.0,25.0,15.0,4.0,19.0,3.0,6.0,4.0,0.0,0.0,0.0,16.0,7.0,12.0,27.0
Jarrod Jones,JOV,4.0,68.42,0.0,24.0,3.0,16.0,18.8,7.0,10.0,70.0,1.0,3.0,33.3,11.0,5.0,16.0,1.0,5.0,1.0,0.0,1.0,0.0,10.0,5.0,-23.0,21.0
Miguel Allen,JOV,6.0,45.02,1.0,14.0,0.0,0.0,0.0,7.0,15.0,46.7,0.0,0.0,0.0,6.0,5.0,11.0,1.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,-25.0,10.0
Vladimir Brodziansky,JOV,5.0,86.56,1.0,15.0,1.0,9.0,11.1,4.0,11.0,36.4,4.0,6.0,66.7,9.0,6.0,15.0,2.0,0.0,5.0,4.0,1.0,0.0,13.0,6.0,21.0,6.0
Zsombor Maronka,JOV,6.0,32.22,1.0,7.0,1.0,3.0,33.3,2.0,3.0,66.7,0.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,-15.0,3.0
William Howard,JOV,1.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Jordi Rodriguez,JOV,2.0,2.51,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,-3.0
Leonardo Okeke,JOV,1.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
Giorgi Shermadini,LNT,19.0,405.28,17.0,261.0,0.0,0.0,0.0,88.0,131.0,67.2,85.0,97.0,87.6,63.0,34.0,97.0,19.0,10.0,27.0,10.0,9.0,23.0,50.0,89.0,112.0,345.0
Jaime Fernández,LNT,22.0,407.42,5.0,243.0,23.0,77.0,29.9,55.0,105.0,52.4,64.0,74.0,86.5,39.0,6.0,45.0,58.0,19.0,35.0,1.0,20.0,0.0,34.0,68.0,136.0,231.0
Marcelinho Huertas,LNT,21.0,435.14,13.0,204.0,11.0,32.0,34.4,73.0,142.0,51.4,25.0,29.0,86.2,29.0,6.0,35.0,115.0,13.0,59.0,0.0,6.0,0.0,22.0,38.0,96.0,224.0
Aaron Doornekamp,LNT,22.0,484.15,19.0,164.0,42.0,102.0,41.2,10.0,14.0,71.4,18.0,21.0,85.7,69.0,18.0,87.0,28.0,20.0,14.0,8.0,1.0,0.0,53.0,30.0,184.0,202.0
Sasu Salin,LNT,22.0,521.31,16.0,223.0,59.0,141.0,41.8,14.0,30.0,46.7,18.0,21.0,85.7,41.0,10.0,51.0,26.0,9.0,20.0,0.0,1.0,0.0,35.0,30.0,133.0,182.0
Tim Abromaitis,LNT,22.0,443.33,3.0,142.0,19.0,54.0,35.2,32.0,50.0,64.0,21.0,31.0,67.7,72.0,15.0,87.0,12.0,13.0,11.0,5.0,3.0,9.0,43.0,31.0,83.0,170.0
Bruno Fitipaldo,LNT,22.0,433.25,9.0,162.0,29.0,80.0,36.3,26.0,52.0,50.0,23.0,28.0,82.1,15.0,3.0,18.0,65.0,19.0,28.0,3.0,4.0,0.0,57.0,45.0,139.0,141.0
Elgin Cook,LNT,20.0,388.17,16.0,137.0,11.0,37.0,29.7,41.0,69.0,59.4,22.0,31.0,71.0,37.0,19.0,56.0,17.0,16.0,18.0,5.0,4.0,11.0,34.0,28.0,86.0,140.0
Fran Guerra,LNT,18.0,234.13,4.0,94.0,0.0,1.0,0.0,39.0,60.0,65.0,16.0,26.0,61.5,38.0,27.0,65.0,25.0,6.0,23.0,2.0,4.0,11.0,31.0,32.0,54.0,134.0
Moussa Diagne,LNT,19.0,178.32,1.0,59.0,0.0,2.0,0.0,15.0,30.0,50.0,29.0,47.0,61.7,37.0,15.0,52.0,3.0,6.0,9.0,3.0,4.0,6.0,22.0,39.0,14.0,92.0
Joan Sastre,LNT,19.0,331.43,5.0,59.0,11.0,30.0,36.7,11.0,20.0,55.0,4.0,7.0,57.1,39.0,12.0,51.0,18.0,14.0,18.0,1.0,3.0,0.0,22.0,7.0,59.0,76.0
Iván Cruz,LNT,9.0,61.36,0.0,27.0,1.0,7.0,14.3,10.0,14.0,71.4,4.0,4.0,100.0,12.0,7.0,19.0,2.0,5.0,0.0,2.0,0.0,0.0,5.0,6.0,10.0,46.0
Leandro Bolmaro,LNT,3.0,42.35,1.0,18.0,2.0,7.0,28.6,5.0,8.0,62.5,2.0,2.0,100.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,9.0,15.0
Sergio Rodríguez,LNT,6.0,55.09,1.0,15.0,2.0,6.0,33.3,4.0,5.0,80.0,1.0,2.0,50.0,4.0,0.0,4.0,6.0,2.0,2.0,0.0,1.0,0.0,6.0,2.0,-6.0,14.0
Diego Fernández,LNT,1.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thomas Scrubb,MOB,23.0,679.42,22.0,264.0,28.0,75.0,37.3,73.0,139.0,52.5,34.0,40.0,85.0,85.0,45.0,130.0,41.0,26.0,16.0,4.0,7.0,0.0,44.0,51.0,-38.0,330.0
Phil Scrubb,MOB,23.0,623.29,10.0,232.0,35.0,102.0,34.3,38.0,87.0,43.7,51.0,57.0,89.5,39.0,10.0,49.0,96.0,9.0,39.0,3.0,5.0,0.0,40.0,64.0,6.0,247.0
Dragan  Bender,MOB,10.0,230.04,8.0,172.0,16.0,35.0,45.7,43.0,77.0,55.8,38.0,50.0,76.0,44.0,22.0,66.0,7.0,8.0,26.0,11.0,7.0,12.0,26.0,53.0,14.0,193.0
Kassius Robertson,MOB,14.0,382.52,10.0,236.0,33.0,84.0,39.3,37.0,81.0,45.7,63.0,71.0,88.7,24.0,8.0,32.0,33.0,7.0,36.0,1.0,13.0,0.0,23.0,58.0,-39.0,192.0
Rubén Guerrero,MOB,23.0,400.32,7.0,153.0,0.0,1.0,0.0,62.0,100.0,62.0,29.0,44.0,65.9,60.0,36.0,96.0,18.0,9.0,27.0,11.0,7.0,19.0,57.0,34.0,-42.0,176.0
Marek  Blazevic,MOB,23.0,401.33,14.0,174.0,0.0,0.0,0.0,62.0,129.0,48.1,50.0,77.0,64.9,67.0,33.0,100.0,22.0,6.0,48.0,11.0,5.0,2.0,69.0,64.0,-6.0,161.0
Edgar Vicedo,MOB,23.0,410.47,10.0,118.0,24.0,65.0,36.9,19.0,34.0,55.9,8.0,9.0,88.9,46.0,14.0,60.0,14.0,11.0,4.0,6.0,0.0,2.0,32.0,13.0,-13.0,129.0
Fernando Zurbriggen,MOB,22.0,235.42,2.0,111.0,15.0,49.0,30.6,19.0,34.0,55.9,28.0,31.0,90.3,27.0,8.0,35.0,22.0,16.0,16.0,3.0,4.0,0.0,49.0,34.0,1.0,100.0
Leo Westermann,MOB,18.0,333.12,13.0,102.0,17.0,65.0,26.2,16.0,49.0,32.7,19.0,27.0,70.4,37.0,4.0,41.0,65.0,15.0,44.0,2.0,4.0,0.0,42.0,42.0,-64.0,88.0
David Walker,MOB,14.0,210.24,3.0,70.0,20.0,40.0,50.0,5.0,10.0,50.0,0.0,0.0,0.0,12.0,3.0,15.0,10.0,5.0,6.0,2.0,0.0,1.0,18.0,4.0,-43.0,57.0
Álex Suárez,MOB,23.0,362.56,7.0,67.0,14.0,60.0,23.3,8.0,17.0,47.1,9.0,12.0,75.0,51.0,9.0,60.0,7.0,6.0,7.0,4.0,2.0,0.0,35.0,11.0,-63.0,53.0
Álvaro Muñoz,MOB,22.0,240.13,5.0,64.0,10.0,39.0,25.6,6.0,16.0,37.5,22.0,31.0,71.0,17.0,10.0,27.0,8.0,5.0,19.0,4.0,0.0,0.0,28.0,25.0,-58.0,38.0
Will Magnay,MOB,2.0,22.39,0.0,6.0,1.0,2.0,50.0,1.0,6.0,16.7,1.0,4.0,25.0,9.0,4.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,-21.0,12.0
Marcus Paige,MOB,6.0,111.35,4.0,30.0,4.0,17.0,23.5,6.0,17.0,35.3,6.0,7.0,85.7,3.0,0.0,3.0,10.0,5.0,12.0,0.0,1.0,0.0,10.0,5.0,-9.0,5.0
Santi Paz,MOB,2.0,4.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0
Juan Manuel Bocca,MOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fallou Niang,MOB,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shannon Evans,BET,15.0,481.06,14.0,315.0,37.0,102.0,36.3,69.0,140.0,49.3,66.0,87.0,75.9,28.0,5.0,33.0,83.0,28.0,46.0,2.0,11.0,0.0,19.0,93.0,-78.0,321.0
Volodymyr Gerun,BET,20.0,489.45,18.0,176.0,0.0,2.0,0.0,65.0,111.0,58.6,46.0,72.0,63.9,67.0,70.0,137.0,36.0,11.0,23.0,8.0,9.0,6.0,37.0,52.0,-38.0,277.0
BJ Johnson,BET,21.0,571.22,21.0,239.0,26.0,91.0,28.6,67.0,125.0,53.6,27.0,37.0,73.0,95.0,18.0,113.0,14.0,20.0,40.0,9.0,6.0,9.0,52.0,32.0,-91.0,196.0
Tyson Pérez,BET,7.0,201.14,7.0,120.0,7.0,27.0,25.9,38.0,63.0,60.3,23.0,29.0,79.3,49.0,17.0,66.0,6.0,8.0,12.0,3.0,3.0,5.0,17.0,24.0,-5.0,144.0
Georgios   Tsalmpouris,BET,16.0,299.53,2.0,141.0,23.0,57.0,40.4,30.0,57.0,52.6,12.0,19.0,63.2,37.0,10.0,47.0,6.0,7.0,10.0,2.0,4.0,7.0,34.0,17.0,-105.0,104.0
Amar Sylla,BET,20.0,269.08,3.0,72.0,1.0,4.0,25.0,25.0,48.0,52.1,19.0,29.0,65.5,42.0,24.0,66.0,6.0,9.0,11.0,8.0,3.0,8.0,37.0,25.0,-69.0,99.0
Aleksandar Cvetkovic,BET,22.0,333.32,3.0,96.0,24.0,47.0,51.1,5.0,14.0,35.7,14.0,17.0,82.4,24.0,4.0,28.0,29.0,11.0,21.0,0.0,0.0,0.0,48.0,31.0,-93.0,91.0
Jeremiah Hill,BET,12.0,239.07,5.0,108.0,19.0,55.0,34.5,19.0,51.0,37.3,13.0,17.0,76.5,28.0,10.0,38.0,29.0,15.0,15.0,4.0,9.0,2.0,33.0,25.0,-78.0,90.0
Pepe Pozas,BET,20.0,275.25,4.0,72.0,11.0,37.0,29.7,11.0,23.0,47.8,17.0,23.0,73.9,16.0,8.0,24.0,44.0,12.0,28.0,0.0,3.0,0.0,34.0,32.0,-26.0,75.0
Eulis Báez,BET,12.0,207.47,1.0,28.0,3.0,16.0,18.8,6.0,15.0,40.0,7.0,11.0,63.6,30.0,18.0,48.0,8.0,8.0,8.0,0.0,4.0,0.0,12.0,20.0,-58.0,62.0
Jean Montero,BET,5.0,119.56,1.0,73.0,5.0,24.0,20.8,23.0,47.0,48.9,12.0,14.0,85.7,8.0,5.0,13.0,17.0,7.0,11.0,0.0,2.0,0.0,12.0,15.0,24.0,55.0
Rodions Kurucs,BET,11.0,173.39,10.0,53.0,6.0,17.0,35.3,15.0,29.0,51.7,5.0,9.0,55.6,25.0,11.0,36.0,13.0,9.0,26.0,1.0,4.0,3.0,25.0,12.0,-42.0,40.0
Dairis Bertans,BET,23.0,536.48,18.0,161.0,43.0,149.0,28.9,7.0,17.0,41.2,18.0,19.0,94.7,17.0,5.0,22.0,16.0,6.0,18.0,0.0,2.0,0.0,66.0,21.0,-105.0,23.0
Pablo Almazán,BET,19.0,212.59,4.0,27.0,5.0,23.0,21.7,4.0,9.0,44.4,4.0,7.0,57.1,16.0,7.0,23.0,5.0,5.0,2.0,0.0,0.0,0.0,16.0,7.0,-89.0,23.0
Josh Gray,BET,6.0,135.34,3.0,45.0,3.0,14.0,21.4,14.0,37.0,37.8,8.0,10.0,80.0,9.0,3.0,12.0,21.0,3.0,13.0,0.0,7.0,0.0,12.0,6.0,-34.0,19.0
Anzejs Pasecniks,BET,3.0,58.25,1.0,18.0,0.0,0.0,0.0,7.0,18.0,38.9,4.0,9.0,44.4,7.0,5.0,12.0,3.0,1.0,4.0,3.0,1.0,0.0,11.0,10.0,-21.0,15.0
Zsombor Maronka,BET,6.0,62.06,0.0,19.0,5.0,15.0,33.3,1.0,4.0,25.0,2.0,2.0,100.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,-31.0,11.0
Txemi Urtasun,BET,3.0,29.17,0.0,8.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,-8.0,6.0
Yannick Nzosa,BET,1.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Luke Fischer,BET,2.0,23.34,0.0,6.0,0.0,2.0,0.0,2.0,6.0,33.3,2.0,2.0,100.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-35.0,-2.0
Dzanan Musa,RMB,23.0,486.27,18.0,344.0,48.0,94.0,51.1,57.0,105.0,54.3,86.0,111.0,77.5,52.0,15.0,67.0,51.0,21.0,40.0,5.0,9.0,3.0,35.0,91.0,233.0,376.0
Edy Tavares,RMB,20.0,435.49,18.0,232.0,0.0,0.0,0.0,94.0,136.0,69.1,44.0,60.0,73.3,79.0,49.0,128.0,25.0,16.0,28.0,47.0,4.0,24.0,46.0,61.0,156.0,373.0
Vincent Poirier,RMB,23.0,405.54,5.0,178.0,2.0,3.0,66.7,64.0,127.0,50.4,44.0,55.0,80.0,55.0,53.0,108.0,22.0,8.0,23.0,22.0,5.0,31.0,44.0,52.0,147.0,243.0
Guerschon  Yabusele,RMB,17.0,400.01,12.0,180.0,16.0,47.0,34.0,44.0,79.0,55.7,44.0,61.0,72.1,46.0,29.0,75.0,16.0,22.0,21.0,6.0,6.0,9.0,26.0,54.0,59.0,217.0
Gabriel Deck,RMB,18.0,374.03,13.0,158.0,8.0,21.0,38.1,51.0,91.0,56.0,32.0,39.0,82.1,56.0,25.0,81.0,28.0,9.0,22.0,1.0,7.0,4.0,23.0,36.0,128.0,201.0
Mario Hezonja,RMB,21.0,396.36,6.0,178.0,26.0,78.0,33.3,37.0,71.0,52.1,26.0,33.0,78.8,84.0,11.0,95.0,27.0,17.0,32.0,5.0,3.0,7.0,44.0,34.0,92.0,184.0
Sergio Rodríguez,RMB,22.0,343.44,5.0,132.0,25.0,60.0,41.7,21.0,41.0,51.2,15.0,17.0,88.2,34.0,4.0,38.0,74.0,8.0,33.0,0.0,2.0,0.0,28.0,27.0,31.0,159.0
Sergio Llull,RMB,18.0,295.43,1.0,117.0,20.0,62.0,32.3,17.0,46.0,37.0,23.0,27.0,85.2,26.0,4.0,30.0,54.0,12.0,16.0,0.0,3.0,0.0,16.0,32.0,77.0,135.0
Petr Cornelie,RMB,21.0,343.36,9.0,100.0,13.0,44.0,29.5,17.0,34.0,50.0,27.0,34.0,79.4,55.0,16.0,71.0,13.0,8.0,13.0,3.0,3.0,6.0,38.0,30.0,153.0,116.0
Fabien Causeur,RMB,20.0,333.09,6.0,123.0,18.0,59.0,30.5,27.0,57.0,47.4,15.0,22.0,68.2,27.0,4.0,31.0,21.0,17.0,19.0,2.0,4.0,0.0,33.0,29.0,60.0,89.0
Nigel Williams-Goss,RMB,13.0,222.09,12.0,72.0,9.0,22.0,40.9,22.0,44.0,50.0,1.0,3.0,33.3,24.0,4.0,28.0,36.0,8.0,12.0,3.0,1.0,0.0,24.0,5.0,102.0,78.0
Adam Hanga,RMB,11.0,180.1,5.0,66.0,8.0,24.0,33.3,15.0,28.0,53.6,12.0,17.0,70.6,19.0,4.0,23.0,19.0,8.0,12.0,2.0,3.0,3.0,23.0,14.0,66.0,60.0
