PLAYER,TEAM,GM,MIN,5i,PTS,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,DREB,OREB,TREB,AS,ST,TO,BL,BA,DU,FR,FA,+/-,VAL
Youssou Ndoye,COV,7.0,17.13,0.0,10.3,0.0,0.3,0.0,3.4,5.9,58.5,3.4,5.1,66.7,2.0,0.7,2.7,0.3,0.3,2.4,0.1,0.6,1.3,2.0,5.0,-8.0,9.3
Thomas Bropleh,COV,23.0,25.14,0.7,12.3,2.2,5.7,37.9,2.3,4.7,49.5,1.1,1.4,78.1,2.0,0.9,2.8,1.5,0.7,1.8,0.1,0.3,0.0,2.2,2.0,-7.0,8.9
Luke Maye,COV,14.0,24.17,0.9,10.7,1.6,5.6,28.2,1.9,4.4,41.9,2.3,3.4,68.1,5.1,1.7,6.9,1.2,0.6,2.4,0.6,0.8,0.1,3.0,2.4,-2.0,8.6
Lluis Costa,COV,22.0,21.28,0.1,7.9,1.2,3.3,35.6,1.6,3.6,45.0,1.1,1.5,72.7,1.1,0.5,1.6,2.7,0.8,1.9,0.0,0.3,0.0,1.7,2.2,-5.0,6.9
Prince Ali,COV,13.0,16.03,0.6,8.4,0.8,1.7,45.5,2.2,4.8,46.0,1.6,2.8,56.8,1.8,0.6,2.4,0.5,0.8,1.6,0.4,0.3,0.3,1.5,2.5,-6.0,6.8
Pere Tomàs,COV,23.0,17.0,0.5,4.5,0.6,2.3,24.5,1.0,1.8,53.7,0.9,1.3,72.4,2.0,1.1,3.1,0.8,0.7,0.6,0.1,0.1,0.0,1.6,1.0,-5.0,5.0
Christian Díaz,COV,23.0,16.34,0.4,6.0,0.6,2.4,25.0,1.5,3.1,47.2,1.2,1.5,80.0,1.0,0.2,1.2,1.2,0.9,1.4,0.0,0.1,0.0,1.7,2.1,-3.0,4.3
Michael Caicedo,COV,8.0,17.33,0.1,3.9,0.8,1.8,42.9,0.4,1.4,27.3,0.9,0.9,100.0,1.4,0.3,1.6,1.1,0.4,1.3,0.3,0.0,0.1,2.0,1.0,-6.0,3.0
Jacobo Diaz,COV,19.0,13.19,0.2,3.3,0.1,0.9,11.1,1.3,2.4,53.3,0.5,0.7,64.3,1.4,0.7,2.1,0.4,0.6,0.8,0.1,0.2,0.1,1.4,0.7,-4.0,2.7
Mike Moore,COV,8.0,18.2,0.5,3.6,0.4,2.5,15.0,1.0,2.3,44.4,0.5,0.5,100.0,3.0,0.8,3.8,0.3,0.5,1.1,0.0,0.1,0.1,1.8,0.6,-5.0,2.4
Dejan Todorovic,COV,3.0,16.2,0.0,5.3,0.7,3.0,22.2,1.3,3.3,40.0,0.7,1.3,50.0,1.7,0.3,2.0,0.7,0.0,1.7,0.0,0.0,0.0,0.7,1.0,-7.0,1.7
Ramon Vilà,COV,10.0,7.52,0.1,2.4,0.1,0.1,100.0,0.9,1.6,56.3,0.3,0.5,60.0,0.7,0.5,1.2,0.2,0.1,1.1,0.2,0.1,0.0,1.6,0.4,-6.0,0.8
Ricardo Martín,COV,1.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
Ricky Revelles,COV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Corpas,COV,1.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,-1.0
David Iriarte,COV,13.0,6.53,0.1,0.9,0.0,0.3,0.0,0.4,0.5,83.3,0.2,0.4,40.0,0.5,0.4,0.9,0.3,0.1,0.9,0.1,0.0,0.1,1.2,0.4,0.0,-0.1
Nico Brussino,GCA,23.0,26.07,1.0,11.3,2.2,4.8,45.9,1.5,2.7,55.6,1.6,1.9,83.7,4.2,1.0,5.2,2.4,1.3,1.5,0.1,0.1,0.3,1.6,2.0,4.0,15.0
John Shurna,GCA,21.0,23.54,0.9,9.6,1.7,4.0,41.2,1.6,3.0,51.6,1.4,1.6,90.9,3.5,1.4,4.9,0.8,0.4,0.8,0.4,0.2,0.1,1.3,1.5,3.0,11.2
Damien Inglis,GCA,22.0,18.05,0.2,8.6,0.2,0.7,26.7,3.1,5.8,53.5,1.9,2.8,68.9,3.1,1.2,4.3,2.0,0.9,1.0,0.3,0.2,0.0,2.2,2.6,0.0,11.2
Olek Balcerowski,GCA,23.0,16.07,0.5,9.1,0.2,0.9,23.8,3.1,4.3,72.7,2.2,3.3,67.1,2.2,0.9,3.1,0.6,0.4,1.4,0.8,0.3,1.1,2.5,2.6,3.0,9.5
Miquel Salvó,GCA,23.0,16.17,0.0,7.2,0.3,1.4,25.0,1.8,2.8,64.6,2.5,3.7,68.2,2.0,1.0,3.0,0.7,0.5,0.6,0.3,0.2,0.1,1.5,3.3,1.0,9.5
Khalifa Diop,GCA,23.0,20.34,0.5,7.8,0.0,0.1,0.0,3.2,5.5,58.7,1.4,2.3,61.5,3.2,1.8,5.0,0.5,0.6,1.3,1.0,0.3,1.0,3.0,2.2,2.0,9.3
Michael Carrera,GCA,1.0,14.04,0.0,10.0,2.0,2.0,100.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,17.0,9.0
Andrew Albicy,GCA,22.0,21.57,0.8,5.3,1.0,2.7,35.6,0.6,1.7,36.8,1.1,1.7,65.8,1.5,0.1,1.6,4.5,1.0,1.6,0.0,0.1,0.0,1.5,2.8,4.0,8.5
Ferran Bassas,GCA,23.0,18.55,0.2,7.9,1.6,4.0,39.1,1.1,1.9,56.8,1.0,1.2,88.9,1.0,0.6,1.7,3.1,0.5,1.7,0.0,0.2,0.0,1.7,1.7,1.0,8.0
AJ Slaughter,GCA,23.0,22.19,0.6,9.7,2.0,5.1,38.1,1.4,3.3,44.0,0.9,1.3,72.4,1.1,0.2,1.3,1.9,1.0,1.2,0.0,0.2,0.0,2.1,1.4,3.0,6.5
Vitor Benite,GCA,20.0,16.41,0.3,7.5,1.2,3.9,29.5,1.4,3.0,47.5,1.3,1.7,75.8,1.1,0.4,1.5,0.8,0.9,0.9,0.0,0.2,0.0,2.3,1.1,0.0,3.7
Rubén López De La Torre,GCA,6.0,2.32,0.0,1.3,0.0,0.0,0.0,0.5,0.5,100.0,0.3,0.3,100.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.2,-2.0,2.2
Oliver Stevic,GCA,7.0,5.42,0.0,1.6,0.0,0.0,0.0,0.7,1.4,50.0,0.1,0.3,50.0,0.7,0.4,1.1,0.4,0.3,0.0,0.1,0.1,0.0,1.7,0.7,2.0,1.6
David Mutaf,GCA,7.0,2.2,0.0,1.1,0.3,1.3,22.2,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,-1.0,0.1
Jovan Kljajic,GCA,6.0,8.55,0.8,2.8,0.7,1.8,36.4,0.3,1.0,33.3,0.2,0.3,50.0,0.5,0.5,1.0,0.2,0.0,0.5,0.0,0.0,0.0,1.2,0.2,1.0,0.5
Dan Duscak,GCA,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0,-4.0
Ante Tomic,JOV,23.0,23.41,0.8,13.8,0.0,0.1,33.3,5.6,10.3,54.2,2.5,3.8,66.7,4.1,2.0,6.1,3.1,0.3,1.4,0.2,0.3,0.0,1.8,4.2,2.0,18.2
Joel Parra,JOV,23.0,26.57,1.0,8.8,0.5,2.4,21.4,3.0,5.0,60.9,1.2,1.4,84.4,4.4,1.2,5.6,1.4,0.5,1.0,0.3,0.1,0.1,1.0,1.9,3.0,12.4
Andres Feliz,JOV,23.0,20.4,0.5,10.3,1.0,2.2,45.1,2.7,5.0,53.9,2.0,2.6,75.0,2.1,0.8,3.0,3.0,1.0,1.7,0.0,0.5,0.0,2.6,2.7,2.0,11.2
Simon Birgander,JOV,22.0,16.26,0.2,7.2,0.0,0.0,0.0,3.0,5.1,58.9,1.2,1.4,90.0,3.0,1.8,4.8,0.9,0.5,0.6,0.8,0.3,0.7,2.0,1.3,1.0,10.4
Henry Ellenson,JOV,23.0,22.43,0.6,10.2,1.3,3.4,36.7,2.2,4.2,53.1,2.0,2.6,76.7,3.7,1.2,4.9,0.4,0.4,1.0,0.1,0.2,0.3,2.3,2.3,5.0,10.1
Kyle Guy,JOV,23.0,21.22,0.5,11.2,1.7,4.7,35.2,1.8,4.0,45.1,2.7,3.3,81.6,1.1,0.5,1.6,1.9,0.6,1.9,0.2,0.3,0.0,1.9,2.8,0.0,8.4
Pau Ribas,JOV,18.0,19.22,0.4,7.3,1.2,3.6,34.4,1.3,2.4,55.8,0.9,1.1,89.5,1.6,0.4,2.0,2.8,0.6,1.4,0.1,0.0,0.0,1.1,1.4,2.0,8.1
Guillem Vives,JOV,22.0,23.03,0.5,6.6,1.0,3.1,33.8,1.1,2.2,52.1,1.2,1.5,81.3,1.5,0.5,1.9,4.0,0.7,1.4,0.3,0.1,0.0,3.2,1.9,5.0,7.4
Jarrod Jones,JOV,4.0,17.1,0.0,6.0,0.8,4.0,18.8,1.8,2.5,70.0,0.3,0.8,33.3,2.8,1.3,4.0,0.3,1.3,0.3,0.0,0.3,0.0,2.5,1.3,-5.0,5.3
Yannick Kraag,JOV,16.0,7.43,0.3,3.2,0.4,1.1,35.3,0.8,1.3,65.0,0.4,0.8,53.8,0.9,0.4,1.3,0.1,0.3,0.3,0.1,0.2,0.1,1.1,0.6,0.0,2.5
William Howard,JOV,1.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Pep Busquets,JOV,17.0,14.48,0.3,3.8,0.8,2.5,30.2,0.7,1.2,57.1,0.1,0.1,100.0,1.5,0.6,2.1,0.3,0.4,0.4,0.1,0.1,0.1,2.4,0.5,3.0,1.9
Miguel Allen,JOV,6.0,7.3,0.2,2.3,0.0,0.0,0.0,1.2,2.5,46.7,0.0,0.0,0.0,1.0,0.8,1.8,0.2,0.0,0.0,0.2,0.2,0.5,1.5,0.2,-4.0,1.7
Albert Ventura,JOV,16.0,10.0,0.1,1.7,0.4,1.1,35.3,0.3,0.3,80.0,0.1,0.3,25.0,0.9,0.3,1.2,0.2,0.4,0.3,0.0,0.0,0.0,1.0,0.4,0.0,1.7
Vladimir Brodziansky,JOV,5.0,17.23,0.2,3.0,0.2,1.8,11.1,0.8,2.2,36.4,0.8,1.2,66.7,1.8,1.2,3.0,0.4,0.0,1.0,0.8,0.2,0.0,2.6,1.2,4.0,1.2
Zsombor Maronka,JOV,6.0,5.23,0.2,1.2,0.2,0.5,33.3,0.3,0.5,66.7,0.0,0.0,0.0,0.5,0.2,0.7,0.5,0.0,0.5,0.0,0.2,0.3,0.7,0.0,-2.0,0.5
Jordi Rodriguez,JOV,2.0,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-3.0,-1.5
Leonardo Okeke,JOV,1.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0
Giorgi Shermadini,LNT,19.0,21.2,0.9,13.7,0.0,0.0,0.0,4.6,6.9,67.2,4.5,5.1,87.6,3.3,1.8,5.1,1.0,0.5,1.4,0.5,0.5,1.2,2.6,4.7,5.0,18.2
Marcelinho Huertas,LNT,21.0,20.43,0.6,9.7,0.5,1.5,34.4,3.5,6.8,51.4,1.2,1.4,86.2,1.4,0.3,1.7,5.5,0.6,2.8,0.0,0.3,0.0,1.0,1.8,4.0,10.7
Jaime Fernández,LNT,22.0,18.31,0.2,11.0,1.0,3.5,29.9,2.5,4.8,52.4,2.9,3.4,86.5,1.8,0.3,2.0,2.6,0.9,1.6,0.0,0.9,0.0,1.5,3.1,6.0,10.5
Aaron Doornekamp,LNT,22.0,22.0,0.9,7.5,1.9,4.6,41.2,0.5,0.6,71.4,0.8,1.0,85.7,3.1,0.8,4.0,1.3,0.9,0.6,0.4,0.0,0.0,2.4,1.4,8.0,9.2
Sasu Salin,LNT,22.0,23.42,0.7,10.1,2.7,6.4,41.8,0.6,1.4,46.7,0.8,1.0,85.7,1.9,0.5,2.3,1.2,0.4,0.9,0.0,0.0,0.0,1.6,1.4,6.0,8.3
Tim Abromaitis,LNT,22.0,20.09,0.1,6.5,0.9,2.5,35.2,1.5,2.3,64.0,1.0,1.4,67.7,3.3,0.7,4.0,0.5,0.6,0.5,0.2,0.1,0.4,2.0,1.4,3.0,7.7
Fran Guerra,LNT,18.0,13.0,0.2,5.2,0.0,0.1,0.0,2.2,3.3,65.0,0.9,1.4,61.5,2.1,1.5,3.6,1.4,0.3,1.3,0.1,0.2,0.6,1.7,1.8,3.0,7.4
Elgin Cook,LNT,20.0,19.24,0.8,6.9,0.6,1.9,29.7,2.1,3.5,59.4,1.1,1.6,71.0,1.9,1.0,2.8,0.9,0.8,0.9,0.3,0.2,0.6,1.7,1.4,4.0,7.0
Bruno Fitipaldo,LNT,22.0,19.42,0.4,7.4,1.3,3.6,36.3,1.2,2.4,50.0,1.0,1.3,82.1,0.7,0.1,0.8,3.0,0.9,1.3,0.1,0.2,0.0,2.6,2.0,6.0,6.4
Iván Cruz,LNT,9.0,6.5,0.0,3.0,0.1,0.8,14.3,1.1,1.6,71.4,0.4,0.4,100.0,1.3,0.8,2.1,0.2,0.6,0.0,0.2,0.0,0.0,0.6,0.7,1.0,5.1
Leandro Bolmaro,LNT,3.0,14.11,0.3,6.0,0.7,2.3,28.6,1.7,2.7,62.5,0.7,0.7,100.0,0.3,0.0,0.3,0.7,0.7,0.3,0.0,0.0,0.0,1.0,1.3,3.0,5.0
Moussa Diagne,LNT,19.0,9.23,0.1,3.1,0.0,0.1,0.0,0.8,1.6,50.0,1.5,2.5,61.7,1.9,0.8,2.7,0.2,0.3,0.5,0.2,0.2,0.3,1.2,2.1,0.0,4.8
Joan Sastre,LNT,19.0,17.27,0.3,3.1,0.6,1.6,36.7,0.6,1.1,55.0,0.2,0.4,57.1,2.1,0.6,2.7,0.9,0.7,0.9,0.1,0.2,0.0,1.2,0.4,3.0,4.0
Sergio Rodríguez,LNT,6.0,9.11,0.2,2.5,0.3,1.0,33.3,0.7,0.8,80.0,0.2,0.3,50.0,0.7,0.0,0.7,1.0,0.3,0.3,0.0,0.2,0.0,1.0,0.3,-1.0,2.3
Diego Fernández,LNT,1.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dragan  Bender,MOB,10.0,23.0,0.8,17.2,1.6,3.5,45.7,4.3,7.7,55.8,3.8,5.0,76.0,4.4,2.2,6.6,0.7,0.8,2.6,1.1,0.7,1.2,2.6,5.3,1.0,19.3
Thomas Scrubb,MOB,23.0,29.33,1.0,11.5,1.2,3.3,37.3,3.2,6.0,52.5,1.5,1.7,85.0,3.7,2.0,5.7,1.8,1.1,0.7,0.2,0.3,0.0,1.9,2.2,-1.0,14.3
Kassius Robertson,MOB,14.0,27.2,0.7,16.9,2.4,6.0,39.3,2.6,5.8,45.7,4.5,5.1,88.7,1.7,0.6,2.3,2.4,0.5,2.6,0.1,0.9,0.0,1.6,4.1,-2.0,13.7
Phil Scrubb,MOB,23.0,27.06,0.4,10.1,1.5,4.4,34.3,1.7,3.8,43.7,2.2,2.5,89.5,1.7,0.4,2.1,4.2,0.4,1.7,0.1,0.2,0.0,1.7,2.8,0.0,10.7
Rubén Guerrero,MOB,23.0,17.24,0.3,6.7,0.0,0.0,0.0,2.7,4.3,62.0,1.3,1.9,65.9,2.6,1.6,4.2,0.8,0.4,1.2,0.5,0.3,0.8,2.5,1.5,-1.0,7.7
Marek  Blazevic,MOB,23.0,17.27,0.6,7.6,0.0,0.0,0.0,2.7,5.6,48.1,2.2,3.3,64.9,2.9,1.4,4.3,1.0,0.3,2.1,0.5,0.2,0.1,3.0,2.8,0.0,7.0
Will Magnay,MOB,2.0,11.19,0.0,3.0,0.5,1.0,50.0,0.5,3.0,16.7,0.5,2.0,25.0,4.5,2.0,6.5,0.0,0.5,0.5,0.5,0.0,0.0,2.0,2.5,-10.0,6.0
Edgar Vicedo,MOB,23.0,17.51,0.4,5.1,1.0,2.8,36.9,0.8,1.5,55.9,0.3,0.4,88.9,2.0,0.6,2.6,0.6,0.5,0.2,0.3,0.0,0.1,1.4,0.6,0.0,5.6
Leo Westermann,MOB,18.0,18.3,0.7,5.7,0.9,3.6,26.2,0.9,2.7,32.7,1.1,1.5,70.4,2.1,0.2,2.3,3.6,0.8,2.4,0.1,0.2,0.0,2.3,2.3,-3.0,4.9
Fernando Zurbriggen,MOB,22.0,10.42,0.1,5.0,0.7,2.2,30.6,0.9,1.5,55.9,1.3,1.4,90.3,1.2,0.4,1.6,1.0,0.7,0.7,0.1,0.2,0.0,2.2,1.5,0.0,4.5
David Walker,MOB,14.0,15.01,0.2,5.0,1.4,2.9,50.0,0.4,0.7,50.0,0.0,0.0,0.0,0.9,0.2,1.1,0.7,0.4,0.4,0.1,0.0,0.1,1.3,0.3,-3.0,4.1
Álex Suárez,MOB,23.0,15.46,0.3,2.9,0.6,2.6,23.3,0.3,0.7,47.1,0.4,0.5,75.0,2.2,0.4,2.6,0.3,0.3,0.3,0.2,0.1,0.0,1.5,0.5,-2.0,2.3
Álvaro Muñoz,MOB,22.0,10.55,0.2,2.9,0.5,1.8,25.6,0.3,0.7,37.5,1.0,1.4,71.0,0.8,0.5,1.2,0.4,0.2,0.9,0.2,0.0,0.0,1.3,1.1,-2.0,1.7
Marcus Paige,MOB,6.0,18.35,0.7,5.0,0.7,2.8,23.5,1.0,2.8,35.3,1.0,1.2,85.7,0.5,0.0,0.5,1.7,0.8,2.0,0.0,0.2,0.0,1.7,0.8,-1.0,0.8
Santi Paz,MOB,2.0,2.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5
Juan Manuel Bocca,MOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fallou Niang,MOB,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shannon Evans,BET,15.0,32.04,0.9,21.0,2.5,6.8,36.3,4.6,9.3,49.3,4.4,5.8,75.9,1.9,0.3,2.2,5.5,1.9,3.1,0.1,0.7,0.0,1.3,6.2,-5.0,21.4
Tyson Pérez,BET,7.0,28.44,1.0,17.1,1.0,3.9,25.9,5.4,9.0,60.3,3.3,4.1,79.3,7.0,2.4,9.4,0.9,1.1,1.7,0.4,0.4,0.7,2.4,3.4,0.0,20.6
Volodymyr Gerun,BET,20.0,24.29,0.9,8.8,0.0,0.1,0.0,3.3,5.6,58.6,2.3,3.6,63.9,3.4,3.5,6.9,1.8,0.6,1.2,0.4,0.5,0.3,1.9,2.6,-1.0,13.9
Jean Montero,BET,5.0,23.59,0.2,14.6,1.0,4.8,20.8,4.6,9.4,48.9,2.4,2.8,85.7,1.6,1.0,2.6,3.4,1.4,2.2,0.0,0.4,0.0,2.4,3.0,4.0,11.0
BJ Johnson,BET,21.0,27.12,1.0,11.4,1.2,4.3,28.6,3.2,6.0,53.6,1.3,1.8,73.0,4.5,0.9,5.4,0.7,1.0,1.9,0.4,0.3,0.4,2.5,1.5,-4.0,9.3
Jeremiah Hill,BET,12.0,19.55,0.4,9.0,1.6,4.6,34.5,1.6,4.3,37.3,1.1,1.4,76.5,2.3,0.8,3.2,2.4,1.3,1.3,0.3,0.8,0.2,2.8,2.1,-6.0,7.5
Georgios   Tsalmpouris,BET,16.0,18.44,0.1,8.8,1.4,3.6,40.4,1.9,3.6,52.6,0.8,1.2,63.2,2.3,0.6,2.9,0.4,0.4,0.6,0.1,0.3,0.4,2.1,1.1,-6.0,6.5
Eulis Báez,BET,12.0,17.18,0.1,2.3,0.3,1.3,18.8,0.5,1.3,40.0,0.6,0.9,63.6,2.5,1.5,4.0,0.7,0.7,0.7,0.0,0.3,0.0,1.0,1.7,-4.0,5.2
Anzejs Pasecniks,BET,3.0,19.28,0.3,6.0,0.0,0.0,0.0,2.3,6.0,38.9,1.3,3.0,44.4,2.3,1.7,4.0,1.0,0.3,1.3,1.0,0.3,0.0,3.7,3.3,-7.0,5.0
Aleksandar Cvetkovic,BET,22.0,15.09,0.1,4.4,1.1,2.1,51.1,0.2,0.6,35.7,0.6,0.8,82.4,1.1,0.2,1.3,1.3,0.5,1.0,0.0,0.0,0.0,2.2,1.4,-4.0,4.1
Amar Sylla,BET,20.0,13.27,0.2,3.6,0.1,0.2,25.0,1.3,2.4,52.1,1.0,1.5,65.5,2.1,1.2,3.3,0.3,0.5,0.6,0.4,0.2,0.4,1.9,1.3,-3.0,5.0
Rodions Kurucs,BET,11.0,15.47,0.9,4.8,0.5,1.5,35.3,1.4,2.6,51.7,0.5,0.8,55.6,2.3,1.0,3.3,1.2,0.8,2.4,0.1,0.4,0.3,2.3,1.1,-3.0,3.6
Josh Gray,BET,6.0,22.35,0.5,7.5,0.5,2.3,21.4,2.3,6.2,37.8,1.3,1.7,80.0,1.5,0.5,2.0,3.5,0.5,2.2,0.0,1.2,0.0,2.0,1.0,-5.0,3.2
Pepe Pozas,BET,20.0,13.46,0.2,3.6,0.6,1.9,29.7,0.6,1.2,47.8,0.9,1.2,73.9,0.8,0.4,1.2,2.2,0.6,1.4,0.0,0.2,0.0,1.7,1.6,-1.0,3.8
Txemi Urtasun,BET,3.0,9.45,0.0,2.7,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.7,0.0,0.0,0.0,0.7,0.0,-2.0,2.0
Zsombor Maronka,BET,6.0,10.21,0.0,3.2,0.8,2.5,33.3,0.2,0.7,25.0,0.3,0.3,100.0,1.2,0.2,1.3,0.2,0.3,0.3,0.2,0.0,0.0,1.0,0.2,-5.0,1.8
Pablo Almazán,BET,19.0,11.12,0.2,1.4,0.3,1.2,21.7,0.2,0.5,44.4,0.2,0.4,57.1,0.8,0.4,1.2,0.3,0.3,0.1,0.0,0.0,0.0,0.8,0.4,-4.0,1.2
Dairis Bertans,BET,23.0,23.2,0.8,7.0,1.9,6.5,28.9,0.3,0.7,41.2,0.8,0.8,94.7,0.7,0.2,1.0,0.7,0.3,0.8,0.0,0.1,0.0,2.9,0.9,-4.0,1.0
Yannick Nzosa,BET,1.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Luke Fischer,BET,2.0,11.47,0.0,3.0,0.0,1.0,0.0,1.0,3.0,33.3,1.0,1.0,100.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,-17.0,-1.0
Edy Tavares,RMB,20.0,21.47,0.9,11.6,0.0,0.0,0.0,4.7,6.8,69.1,2.2,3.0,73.3,4.0,2.5,6.4,1.3,0.8,1.4,2.4,0.2,1.2,2.3,3.1,7.0,18.7
Dzanan Musa,RMB,23.0,21.09,0.8,15.0,2.1,4.1,51.1,2.5,4.6,54.3,3.7,4.8,77.5,2.3,0.7,2.9,2.2,0.9,1.7,0.2,0.4,0.1,1.5,4.0,10.0,16.3
Guerschon  Yabusele,RMB,17.0,23.31,0.7,10.6,0.9,2.8,34.0,2.6,4.6,55.7,2.6,3.6,72.1,2.7,1.7,4.4,0.9,1.3,1.2,0.4,0.4,0.5,1.5,3.2,3.0,12.8
Gabriel Deck,RMB,18.0,20.46,0.7,8.8,0.4,1.2,38.1,2.8,5.1,56.0,1.8,2.2,82.1,3.1,1.4,4.5,1.6,0.5,1.2,0.1,0.4,0.2,1.3,2.0,7.0,11.2
Vincent Poirier,RMB,23.0,17.38,0.2,7.7,0.1,0.1,66.7,2.8,5.5,50.4,1.9,2.4,80.0,2.4,2.3,4.7,1.0,0.3,1.0,1.0,0.2,1.3,1.9,2.3,6.0,10.6
Mario Hezonja,RMB,21.0,18.53,0.3,8.5,1.2,3.7,33.3,1.8,3.4,52.1,1.2,1.6,78.8,4.0,0.5,4.5,1.3,0.8,1.5,0.2,0.1,0.3,2.1,1.6,4.0,8.8
Sergio Rodríguez,RMB,22.0,15.37,0.2,6.0,1.1,2.7,41.7,1.0,1.9,51.2,0.7,0.8,88.2,1.5,0.2,1.7,3.4,0.4,1.5,0.0,0.1,0.0,1.3,1.2,1.0,7.2
Sergio Llull,RMB,18.0,16.25,0.1,6.5,1.1,3.4,32.3,0.9,2.6,37.0,1.3,1.5,85.2,1.4,0.2,1.7,3.0,0.7,0.9,0.0,0.2,0.0,0.9,1.8,4.0,7.5
Nigel Williams-Goss,RMB,13.0,17.05,0.9,5.5,0.7,1.7,40.9,1.7,3.4,50.0,0.1,0.2,33.3,1.8,0.3,2.2,2.8,0.6,0.9,0.2,0.1,0.0,1.8,0.4,7.0,6.0
Petr Cornelie,RMB,21.0,16.21,0.4,4.8,0.6,2.1,29.5,0.8,1.6,50.0,1.3,1.6,79.4,2.6,0.8,3.4,0.6,0.4,0.6,0.1,0.1,0.3,1.8,1.4,7.0,5.5
Adam Hanga,RMB,11.0,16.22,0.5,6.0,0.7,2.2,33.3,1.4,2.5,53.6,1.1,1.5,70.6,1.7,0.4,2.1,1.7,0.7,1.1,0.2,0.3,0.3,2.1,1.3,6.0,5.5
Rudy Fernández,RMB,6.0,12.14,0.0,7.3,2.0,4.0,50.0,0.7,0.8,80.0,0.0,0.0,0.0,0.8,0.2,1.0,0.7,0.2,1.2,0.2,0.2,0.0,0.8,0.2,2.0,5.2
Fabien Causeur,RMB,20.0,16.39,0.3,6.2,0.9,3.0,30.5,1.4,2.9,47.4,0.8,1.1,68.2,1.4,0.2,1.6,1.1,0.9,1.0,0.1,0.2,0.0,1.7,1.5,3.0,4.5
Alberto Abalde,RMB,15.0,13.35,0.3,4.3,0.5,1.9,24.1,1.1,1.9,58.6,0.6,0.7,90.0,1.6,0.5,2.1,0.8,0.3,1.1,0.0,0.1,0.0,1.2,1.0,1.0,3.8
Hugo González,RMB,3.0,2.05,0.0,2.0,0.0,0.0,0.0,0.3,0.3,100.0,1.3,1.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.7
Eli John Ndiaye,RMB,13.0,7.37,0.0,1.8,0.2,0.8,18.2,0.5,1.2,46.7,0.3,0.4,80.0,1.5,0.4,1.8,0.3,0.2,0.2,0.4,0.1,0.1,1.2,0.6,0.0,2.3
